Date,Opponent,Goals,Penalties,Penalties drawn,Faceoffs,Faceoffs won,"Faceoffs won, %",Hits,Faceoffs in DZ,Faceoffs won in DZ,"Faceoffs won in DZ, %",Faceoffs in NZ,Faceoffs won in NZ,"Faceoffs won in NZ, %",Faceoffs in OZ,Faceoffs won in OZ,"Faceoffs won in OZ, %",Blocked shots,Faceoffs lost,Scoring chances,CORSI%,Hits against,Power play,Successful power play,"Power play, %",Short-handed,Penalty killing,"Short-handed, %",xG per shot,Opponent's xG per shot,Net xG (xG - Opponent's xG),xG conversion,xG (Expected goals),Opponent's xG,xG per goal,Opponent's xG per goal,Shots,Shots on goal,Shots blocking,Missed shots,% shots on goal,Slapshot,Wrist shot,Power play shots,Short-handed shots,Shootouts scored,Puck battles,Puck battles won,"Puck battles won, %",Puck battles in OZ,Puck battles in NZ,Puck battles in DZ,Dekes,Dekes successful,Dekes unsuccessful,"Dekes successful, %",Passes total,Accurate passes,"Accurate passes, %",Pre-shots passes,Dump ins,Dump outs,Passes to the slot,OZ play,OZ play with shots,"OZ play with shots, %",Counterattacks,Counter-attack with shots,"Counter-attack with shots, %",Takeaways,Takeaways in NZ,Takeaways in DZ,Puck losses,Puck losses in OZ,Puck losses in NZ,Puck losses in DZ,Retrievals,Power play retrievals,Penalty kill retrievals,EV OZ retrievals,EV DZ retrievals,Takeaways in OZ,Loose puck recovery,Opponentâ€™s dump-in retrievals,Entries,Entries via pass,Entries via dump in,Entries via stickhandling,Breakouts,Breakouts via pass,Breakouts via dump out,Breakouts via stickhandling,Type,Penalty time_minutes,Penalty time_seconds,Power play time_minutes,Power play time_seconds,Short-handed time_minutes,Short-handed time_seconds,Offensive play_minutes,Offensive play_seconds,Defensive play_minutes,Defensive play_seconds,OZ possession_minutes,OZ possession_seconds,NZ possession_minutes,NZ possession_seconds,DZ possession_minutes,DZ possession_seconds,isOpponent,isAway,OpponentScore,Outcome
2024-11-30,Massachusetts College of Liberal Arts,1,4,6,42,22,0.52,1,13,6,0.46,9,5,0.56,20,11,0.55,9,20,3,0.49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.03,0.0,1.27,1.24,0.0,0.0,34,23,14,2,0.68,14,17,0.0,0.0,0,123,55,0.45,0,0,0,17,16,1,0.9400000000000001,137,101,0.74,2,14,19,2,10,6,0.6,7,5,0.71,94,0,0,73,42,20,20,16,16,16,8.0,8.0,0,32,12,31,3,5,23,31,13,0,18,Even Strength,8,0,0,0,0,0,19,44,17,12,7,6,3,6,9,33,False,True,2,Loss
2024-11-30,Hood,1,6,4,42,20,0.48,1,20,9,0.45,9,4,0.44,13,7,0.54,14,22,7,0.51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,-0.03,0.0,1.24,1.27,0.0,0.0,36,16,9,6,0.44,17,14,0.0,0.0,0,123,68,0.55,0,0,0,14,9,5,0.64,121,85,0.7000000000000001,2,26,11,4,7,5,0.71,9,3,0.33,84,0,0,69,44,12,12,11,11,11,6.0,5.0,0,38,5,35,12,3,20,29,18,1,10,Even Strength,8,0,0,0,0,0,17,12,19,44,7,40,2,46,6,46,True,False,1,Draw
2024-11-24,Wilkes Colonels,0,5,4,42,16,0.38,0,23,9,0.39,15,5,0.33,4,2,0.5,0,26,3,0.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,-6.0,0.0,0.56,7.0,0.0,0.0,11,8,13,3,0.73,1,7,0.0,0.0,0,129,59,0.46,0,0,0,11,11,0,1.0,146,95,0.65,0,6,8,3,1,0,0.0,9,6,0.67,86,0,0,79,28,35,35,21,21,21,2.0,19.0,0,15,6,22,3,1,18,38,19,0,19,Even Strength,10,0,0,0,0,0,14,30,24,55,2,57,3,27,8,6,False,True,7,Loss
2024-11-24,Hood,6,4,5,42,26,0.62,0,4,2,0.5,15,10,0.67,23,14,0.61,13,16,42,0.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,6.0,0.0,7.0,0.56,0.0,0.0,80,50,0,17,0.63,10,45,0.0,0.0,0,129,70,0.54,0,0,0,38,38,0,1.0,214,177,0.8300000000000001,12,19,1,14,22,18,0.8200000000000001,10,5,0.5,105,0,0,56,47,7,7,34,34,34,27.0,7.0,0,19,3,58,20,5,33,29,25,0,5,Even Strength,10,0,0,0,0,0,24,55,14,30,15,37,4,9,5,9,True,False,1,Win
2024-11-23,Wilkes Colonels,0,2,5,39,15,0.38,2,24,8,0.33,11,6,0.55,4,1,0.25,3,24,3,0.1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,-7.0,0.0,0.61,8.0,0.0,0.0,13,8,22,2,0.62,9,0,0.0,0.0,0,281,139,0.49,0,0,0,2,2,0,1.0,172,125,0.73,2,21,8,1,2,2,1.0,5,3,0.6,86,0,0,75,31,21,21,32,32,32,4.0,28.0,0,26,5,15,3,2,10,33,10,0,23,Even Strength,4,0,0,0,0,0,13,52,26,25,2,42,2,40,8,31,False,True,5,Loss
2024-11-23,Hood,5,5,2,39,24,0.62,3,4,3,0.75,11,5,0.45,24,16,0.67,22,15,44,0.9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,7.0,0.0,8.0,0.61,0.0,0.0,111,61,3,28,0.55,77,4,0.0,0.0,0,281,142,0.51,0,0,0,4,3,1,0.75,230,192,0.8300000000000001,17,15,1,5,25,21,0.84,13,11,0.85,92,0,0,41,29,9,9,47,47,47,44.0,3.0,0,18,7,59,24,5,30,27,19,0,8,Even Strength,4,0,0,0,0,0,26,25,13,52,17,55,4,23,4,7,True,False,0,Win
2024-11-17,Stevenson Mustangs,1,3,4,34,20,0.59,1,14,10,0.71,12,4,0.33,8,6,0.75,10,14,5,0.33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,-2.1,0.0,1.0,3.1,0.0,0.0,27,13,11,4,0.48,17,9,0.0,0.0,0,192,94,0.49,0,0,0,10,7,3,0.7000000000000001,143,102,0.71,3,28,17,0,5,4,0.8,4,2,0.5,93,0,0,78,41,18,18,23,23,23,8.0,15.0,0,31,9,31,11,6,14,43,26,0,17,Even Strength,6,0,0,0,0,0,18,46,22,16,5,44,3,57,9,4,False,True,4,Loss
2024-11-17,Hood,3,4,3,34,14,0.41000000000000003,1,8,2,0.25,12,8,0.67,14,4,0.29,11,20,13,0.67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,2.1,0.0,3.1,1.0,0.0,0.0,54,36,10,7,0.67,28,12,0.0,0.0,0,192,98,0.51,0,0,0,28,19,9,0.68,199,156,0.78,4,17,7,8,12,10,0.8300000000000001,13,5,0.38,99,0,0,68,43,18,18,22,22,22,18.0,4.0,0,38,15,44,14,4,26,42,27,0,15,Even Strength,6,0,0,0,0,0,22,16,18,46,11,24,4,43,6,9,True,False,1,Win
2024-11-09,Arcadia University Knights,0,3,2,33,12,0.36,1,23,10,0.43,6,1,0.17,4,1,0.25,3,21,5,0.18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,-3.6,0.0,0.78,4.4,0.0,0.0,15,7,20,5,0.47000000000000003,11,1,0.0,0.0,0,193,88,0.46,0,0,0,3,0,3,0.0,149,103,0.6900000000000001,3,14,10,1,4,2,0.5,4,3,0.75,79,0,0,66,21,24,24,21,21,21,4.0,17.0,0,16,7,21,6,2,13,33,18,0,15,Even Strength,6,0,0,0,0,0,15,29,27,5,3,31,3,2,8,56,False,True,4,Loss
2024-11-09,Hood,2,2,3,33,21,0.64,3,4,3,0.75,6,5,0.8300000000000001,23,13,0.5700000000000001,20,12,26,0.8200000000000001,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,3.6,0.0,4.4,0.78,0.0,0.0,69,36,3,13,0.52,54,7,0.0,0.0,0,193,105,0.54,0,0,0,22,18,4,0.8200000000000001,206,156,0.76,12,18,2,3,16,11,0.6900000000000001,4,1,0.25,99,0,0,51,34,13,13,23,23,23,15.0,8.0,0,28,6,50,10,5,35,32,19,0,13,Even Strength,6,0,0,0,0,0,27,5,15,29,15,18,5,30,6,17,True,False,0,Win
2024-11-08,Arcadia University Knights,0,3,2,35,12,0.34,0,20,6,0.3,9,3,0.33,6,3,0.5,9,23,7,0.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,-3.5,0.0,1.02,4.5,0.0,0.0,26,11,20,6,0.42,10,10,0.0,0.0,0,214,104,0.49,0,0,0,7,4,3,0.5700000000000001,140,104,0.74,4,28,43,1,7,6,0.86,9,4,0.44,91,0,0,75,37,25,25,25,25,25,8.0,17.0,0,59,26,25,8,4,13,31,17,3,11,Even Strength,6,0,0,0,0,0,17,1,25,15,5,10,3,58,7,54,False,True,3,Loss
2024-11-08,Hood,2,2,3,35,23,0.66,0,6,3,0.5,9,6,0.67,20,14,0.7000000000000001,20,12,27,0.72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,3.5,0.0,4.5,1.02,0.0,0.0,68,39,9,9,0.5700000000000001,41,17,0.0,0.0,0,214,110,0.51,0,0,0,45,36,9,0.8,238,204,0.86,8,41,15,12,17,12,0.71,11,8,0.73,96,0,0,61,36,18,18,24,24,24,18.0,6.0,0,65,18,46,13,5,28,35,24,3,8,Even Strength,6,0,0,0,0,0,25,15,17,1,13,33,5,36,6,6,True,False,1,Win
2024-11-02,Hilbert College,4,4,1,29,16,0.55,1,10,4,0.4,8,6,0.75,11,6,0.55,11,13,15,0.67,2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.75,0.0,2.2,1.43,0.0,0.0,43,26,8,6,0.6,24,10,0.0,0.0,0,135,67,0.5,0,0,0,3,1,2,0.33,115,94,0.8200000000000001,3,16,7,3,11,11,1.0,4,1,0.25,54,0,0,31,21,1,1,19,19,19,13.0,6.0,0,25,3,31,10,7,14,23,12,1,10,Even Strength,8,0,0,0,0,0,13,35,9,37,6,52,2,46,3,57,False,False,3,Win
2024-11-02,Hood,2,1,3,29,13,0.45,2,11,5,0.45,8,2,0.25,10,6,0.6,8,16,7,0.33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,-0.75,0.0,1.43,2.2,0.0,0.0,21,9,11,4,0.43,10,3,0.0,0.0,0,135,68,0.5,0,0,0,7,5,2,0.71,70,45,0.64,2,7,6,1,2,2,1.0,3,3,1.0,51,0,0,38,20,12,12,10,10,10,3.0,7.0,0,10,9,18,8,1,9,22,10,0,12,Even Strength,8,0,0,0,0,0,9,37,13,35,3,7,2,1,4,28,True,True,4,Loss
2024-11-01,Hilbert College,3,3,2,55,31,0.56,0,16,8,0.5,15,9,0.6,24,14,0.58,12,24,25,0.63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,2.6,0.0,4.3,1.72,0.0,0.0,71,50,9,9,0.7000000000000001,7,43,0.0,0.0,0,226,112,0.5,0,0,0,16,13,3,0.81,210,172,0.8200000000000001,8,19,15,7,13,12,0.92,5,4,0.8,103,0,0,63,30,21,21,38,38,38,25.0,13.0,0,38,5,40,10,4,26,30,15,2,13,Even Strength,6,0,0,0,0,0,24,41,17,7,12,25,4,43,7,33,False,False,2,Win
2024-11-01,Hood,2,2,3,55,24,0.44,1,24,10,0.42,15,6,0.4,16,8,0.5,9,31,9,0.37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,-2.6,0.0,1.72,4.3,0.0,0.0,42,28,12,5,0.67,6,27,0.0,0.0,0,226,114,0.5,0,0,0,14,13,1,0.93,182,126,0.6900000000000001,5,11,23,1,3,3,1.0,8,4,0.5,98,0,0,68,28,24,24,22,22,22,7.0,15.0,0,29,11,30,6,3,21,24,13,0,11,Even Strength,6,0,0,0,0,0,17,7,24,41,6,40,3,25,7,2,True,True,3,Loss
2025-02-22,Neumann Knights,0,1,0,17,6,0.35000000000000003,0,16,6,0.38,1,0,0.0,0,0,0.0,0,11,0,0.0,1,0.0,0.0,0.0,5.0,3.0,0.6,0.06,0.0,0.0,0.0,0.63,0.0,0.0,0.0,2,1,5,1,0.5,2,0,0.0,2.0,0,22,14,0.64,0,0,0,0,0,0,0.0,6,4,0.67,3,2,13,0,0,0,0.0,1,1,1.0,18,0,0,12,0,0,0,5,5,5,0.0,0.0,0,2,0,1,0,0,1,4,1,0,3,Penalty Kill,2,0,0,0,11,3,1,33,7,46,0,19,0,22,0,51,False,True,2,Loss
2025-02-22,Hood,0,0,0,4,0,0.0,0,3,0,0.0,1,0,0.0,0,0,0.0,0,4,0,0.0,0,0.0,0.0,0.0,5.0,4.0,0.8,0.03,0.02,0.7,0.0,0.73,0.03,0.0,0.0,0,0,1,0,0.0,0,0,0.0,0.0,0,3,1,0.33,0,0,0,0,0,0,0.0,1,0,0.0,0,0,3,0,0,0,0.0,0,0,0.0,1,0,0,1,0,0,0,3,3,3,0.0,0.0,0,2,0,0,1,1,8,0,3,0,5,Penalty Kill,2,0,0,0,4,47,0,3,4,16,0,3,0,0,0,0,True,False,4,Loss
2025-02-21,Wilkes Colonels,0,1,0,2,1,0.5,0,2,1,0.5,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.5,0.08,0.16,0.02,0.0,0.34,0.32,0.0,0.0,0,0,2,0,0.0,0,0,0.0,0.0,0,7,3,0.43,0,0,0,0,0,0,0.0,2,2,1.0,0,1,3,0,0,0,0.0,0,0,0.0,2,0,0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,1,1,1,0,2,Penalty Kill,2,0,0,0,3,4,0,16,2,32,0,0,0,3,0,13,False,False,7,Loss
2025-02-21,Hood,0,0,1,6,4,0.67,0,6,4,0.67,0,0,0.0,0,0,0.0,0,2,1,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.09,0.0,0.0,0.0,0.62,0.0,0.0,0.0,2,1,0,1,0.5,1,0,0.0,2.0,0,12,7,0.58,0,0,0,0,0,0,0.0,5,5,1.0,1,3,4,0,0,0,0.0,0,0,0.0,6,0,0,4,0,0,0,1,1,1,0.0,0.0,0,4,1,4,0,3,1,1,1,0,0,Penalty Kill,2,0,0,0,2,54,0,55,1,39,0,14,0,3,0,38,True,True,1,Loss
2025-02-14,Arcadia University Knights,0,0,0,7,1,0.14,0,7,1,0.14,0,0,0.0,0,0,0.0,0,6,1,0.0,0,0.0,0.0,0.0,5.0,5.0,1.0,0.07,0.03,0.51,0.0,0.58,0.07,0.0,0.0,1,1,7,0,1.0,1,0,0.0,1.0,0,8,6,0.75,0,0,0,0,0,0,0.0,5,3,0.6,0,0,9,0,0,0,0.0,1,1,1.0,5,0,0,4,0,0,0,6,6,6,0.0,0.0,0,1,0,1,3,0,2,1,5,0,0,Penalty Kill,0,0,0,0,6,22,0,26,5,33,0,3,0,3,0,20,False,False,4,Loss
2025-02-14,Hood,0,1,1,5,1,0.2,0,4,1,0.25,1,0,0.0,0,0,0.0,0,4,1,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.06,0.29,1.36,0.0,1.65,0.29,0.0,0.0,2,1,3,1,0.5,2,0,0.0,2.0,0,23,13,0.5700000000000001,0,0,0,0,0,0,0.0,12,10,0.8300000000000001,7,4,6,0,1,1,1.0,2,1,0.5,17,0,0,13,0,0,0,2,2,2,0.0,0.0,0,9,0,6,0,1,5,4,2,0,2,Penalty Kill,0,0,0,0,6,16,1,42,3,55,0,26,0,25,0,51,True,True,1,Loss
2025-02-08,Alvernia Wolves,0,1,1,9,3,0.33,1,9,3,0.33,0,0,0.0,0,0,0.0,0,6,0,0.0,0,0.0,0.0,0.0,8.0,7.0,0.88,0.03,0.22,-0.13,0.0,0.09,0.22,0.0,0.0,0,0,13,0,0.0,0,0,0.0,0.0,0,24,9,0.38,0,0,0,0,0,0,0.0,12,2,0.17,0,3,16,0,0,0,0.0,0,0,0.0,12,0,0,10,0,0,0,5,5,5,0.0,0.0,0,4,1,2,0,1,1,1,0,0,1,Penalty Kill,2,0,0,0,14,41,1,4,12,35,0,6,0,7,0,51,False,True,4,Loss
2025-02-08,Hood,0,0,1,4,0,0.0,0,3,0,0.0,0,0,0.0,1,0,0.0,0,4,1,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.03,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1,1,0,0,1.0,0,0,0.0,1.0,0,15,6,0.4,0,0,0,1,1,0,1.0,3,1,0.33,0,1,3,0,0,0,0.0,1,1,1.0,8,0,0,6,0,0,0,0,0,0,0.0,0.0,0,1,1,2,1,0,10,2,3,0,4,Penalty Kill,2,0,0,0,3,53,1,19,2,10,0,17,0,6,0,57,True,False,0,Draw
2025-02-07,Stevenson Mustangs,0,0,0,4,3,0.75,0,2,1,0.5,2,2,1.0,0,0,0.0,0,1,0,0.0,0,0.0,0.0,0.0,3.0,2.0,0.67,0.07,0.18,0.54,0.0,0.72,0.18,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,2,1,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0,0,4,0,0,0,0.0,0,0,0.0,4,0,0,1,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,1,3,0,3,0,1,Penalty Kill,0,0,0,0,2,10,0,6,1,45,0,0,0,0,0,6,False,False,7,Loss
2025-02-07,Hood,0,0,0,6,2,0.33,0,5,2,0.4,0,0,0.0,1,0,0.0,0,4,1,0.0,0,0.0,0.0,0.0,4.0,3.0,0.75,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1,1,2,0,1.0,0,1,0.0,1.0,0,7,3,0.43,0,0,0,1,1,0,1.0,9,5,0.56,0,3,9,1,1,1,1.0,0,0,0.0,10,0,0,8,0,0,0,3,3,3,0.0,0.0,0,3,0,4,0,0,4,3,2,0,1,Penalty Kill,0,0,0,0,6,34,1,42,4,5,0,27,0,21,0,54,True,True,4,Loss
2025-02-01,King's Monarchs,0,1,0,8,2,0.25,1,7,2,0.29,1,0,0.0,0,0,0.0,0,6,1,0.0,0,0.0,0.0,0.0,6.0,5.0,0.8300000000000001,0.06,0.16,0.64,0.0,0.8,0.16,0.0,0.0,1,0,4,1,0.0,0,1,0.0,1.0,0,14,10,0.71,0,0,0,0,0,0,0.0,2,0,0.0,2,3,13,0,0,0,0.0,0,0,0.0,4,0,0,1,0,0,0,4,4,4,0.0,0.0,0,8,1,3,0,2,1,0,0,0,0,Penalty Kill,2,0,0,0,7,52,0,25,6,50,0,11,0,10,0,4,False,True,3,Loss
2025-02-01,Hood,0,0,0,7,4,0.5700000000000001,0,6,3,0.5,1,1,1.0,0,0,0.0,0,3,1,0.0,0,0.0,0.0,0.0,8.0,8.0,1.0,0.05,0.12,0.79,0.0,0.91,0.12,0.0,0.0,1,1,6,0,1.0,0,0,0.0,1.0,0,24,13,0.54,0,0,0,2,2,0,1.0,6,4,0.67,0,2,9,0,0,0,0.0,1,0,0.0,16,0,0,12,0,0,0,2,2,2,0.0,0.0,0,4,1,4,0,0,5,4,6,0,2,Penalty Kill,2,0,0,0,8,0,1,39,5,27,0,29,0,13,0,57,True,False,2,Loss
2025-01-31,Lebanon Valley Flying Dutchmen,0,0,0,13,2,0.15,0,12,2,0.17,0,0,0.0,1,0,0.0,0,11,0,0.0,0,0.0,0.0,0.0,6.0,4.0,0.67,0.05,0.04,0.19,0.0,0.32,0.13,0.0,0.0,0,0,10,0,0.0,0,0,0.0,0.0,0,16,7,0.44,0,0,0,0,0,0,0.0,5,4,0.8,0,2,10,1,0,0,0.0,0,0,0.0,6,0,0,5,0,0,0,3,3,3,0.0,0.0,0,1,0,0,1,0,2,2,1,0,2,Penalty Kill,0,0,0,0,9,39,0,46,7,58,0,9,0,7,0,30,False,False,6,Loss
2025-01-31,Hood,0,0,0,4,2,0.5,0,3,1,0.33,0,0,0.0,1,1,1.0,0,2,2,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.03,0.0,0.0,0.0,1.11,0.0,0.0,0.0,3,3,0,0,1.0,3,0,0.0,3.0,0,10,3,0.3,0,0,0,0,0,0,0.0,8,4,0.5,3,1,1,0,0,0,0.0,2,2,1.0,9,0,0,3,0,0,0,3,3,3,0.0,0.0,0,11,2,4,2,1,1,3,2,0,1,Penalty Kill,0,0,0,0,4,0,0,55,2,39,0,26,0,2,0,26,True,True,2,Loss
2025-01-24,Neumann Knights,0,0,0,11,3,0.27,0,10,3,0.3,0,0,0.0,1,0,0.0,1,8,1,0.0,0,0.0,0.0,0.0,5.0,4.0,0.8,0.03,0.15,0.21,0.0,0.36,0.15,0.0,0.0,2,1,2,0,0.5,0,2,0.0,2.0,0,15,9,0.6,0,0,0,2,1,1,0.5,17,11,0.65,0,2,7,0,0,0,0.0,1,1,1.0,11,0,0,9,0,0,0,10,10,10,0.0,0.0,0,3,0,3,1,2,3,3,3,0,1,Penalty Kill,0,0,0,0,8,49,2,25,5,34,0,40,0,25,1,20,False,False,4,Loss
2025-01-24,Hood,0,0,0,6,2,0.33,0,4,2,0.5,1,0,0.0,1,0,0.0,0,4,1,0.0,0,0.0,0.0,0.0,4.0,3.0,0.75,0.05,0.04,0.85,0.0,0.92,0.07,0.0,0.0,1,1,2,0,1.0,0,0,0.0,1.0,0,9,6,0.67,0,0,0,0,0,0,0.0,2,0,0.0,3,1,4,0,0,0,0.0,1,1,1.0,6,0,0,3,0,0,0,3,3,3,0.0,0.0,0,6,1,1,0,0,1,1,0,0,1,Penalty Kill,0,0,0,0,4,11,0,25,3,22,0,3,0,3,0,19,True,True,3,Loss
2025-01-23,Neumann Knights,0,1,0,8,2,0.25,0,8,2,0.25,0,0,0.0,0,0,0.0,0,6,0,0.0,0,0.0,0.0,0.0,4.0,4.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,8,0,0.0,0,0,0.0,0.0,0,16,9,0.56,0,0,0,0,0,0,0.0,2,2,1.0,0,1,10,0,0,0,0.0,1,0,0.0,7,0,0,6,0,0,0,3,3,3,0.0,0.0,0,3,0,1,1,2,0,0,1,0,0,Penalty Kill,2,0,0,0,8,0,0,55,6,40,0,13,0,2,0,40,False,False,0,Draw
2025-01-23,Hood,0,1,0,10,3,0.3,0,9,2,0.22,1,1,1.0,0,0,0.0,0,7,0,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.04,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0,0,7,0,0.0,0,0,0.0,0.0,0,16,8,0.5,0,0,0,0,0,0,0.0,3,3,1.0,6,0,7,0,0,0,0.0,0,0,0.0,4,0,0,2,0,0,0,4,4,4,0.0,0.0,0,8,1,0,0,0,0,0,0,0,0,Penalty Kill,2,0,0,0,4,50,0,7,4,14,0,0,0,0,0,7,True,True,1,Loss
2025-01-18,Lebanon Valley Flying Dutchmen,0,0,0,8,2,0.25,0,8,2,0.25,0,0,0.0,0,0,0.0,0,6,1,0.0,0,0.0,0.0,0.0,4.0,2.0,0.5,0.04,0.12,0.04,0.0,0.27,0.23,0.0,0.0,1,0,4,1,0.0,0,1,0.0,1.0,0,4,1,0.25,0,0,0,0,0,0,0.0,6,4,0.67,1,1,3,0,0,0,0.0,1,1,1.0,5,0,0,4,0,0,0,1,1,1,0.0,0.0,0,12,2,1,1,0,0,2,1,1,0,Penalty Kill,0,0,0,0,5,2,0,40,3,44,0,4,0,4,0,32,False,True,4,Loss
2025-01-18,Hood,1,0,0,8,3,0.38,0,5,2,0.4,3,1,0.33,0,0,0.0,0,5,1,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.12,0.29,2.1,0.0,2.4,0.29,0.0,0.0,2,2,2,0,1.0,1,0,0.0,2.0,0,16,7,0.44,0,0,0,1,0,1,0.0,9,5,0.56,0,2,9,0,0,0,0.0,0,0,0.0,8,0,0,7,0,0,0,4,4,4,0.0,0.0,0,4,2,3,2,0,1,2,2,0,0,Penalty Kill,0,0,0,0,6,0,0,51,4,24,0,15,0,11,0,25,True,False,1,Draw
2025-01-17,Lebanon Valley Flying Dutchmen,0,0,0,6,1,0.17,0,3,1,0.33,2,0,0.0,1,0,0.0,0,5,0,0.0,0,0.0,0.0,0.0,4.0,4.0,1.0,0.05,0.17,-0.05,0.0,0.29,0.34,0.0,0.0,0,0,3,0,0.0,0,0,0.0,0.0,0,6,4,0.67,0,0,0,0,0,0,0.0,5,3,0.6,3,0,9,0,0,0,0.0,0,0,0.0,4,0,0,3,0,0,0,1,1,1,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,Penalty Kill,0,0,0,0,5,0,0,18,3,57,0,0,0,0,0,18,False,True,3,Loss
2025-01-17,Hood,1,0,1,6,4,0.67,0,5,4,0.8,1,0,0.0,0,0,0.0,0,2,2,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,2,2,0,0,1.0,2,0,0.0,2.0,0,17,8,0.47000000000000003,0,0,0,1,1,0,1.0,6,2,0.33,0,1,2,0,1,0,0.0,0,0,0.0,9,0,0,3,0,0,0,2,2,2,0.0,0.0,0,1,0,3,5,0,4,1,3,0,0,Penalty Kill,0,0,0,0,5,0,1,35,2,40,0,34,0,8,0,53,True,False,0,Win
2025-01-10,Alvernia Wolves,0,0,0,4,2,0.5,0,4,2,0.5,0,0,0.0,0,0,0.0,0,2,0,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.14,0.09,0.1,0.0,0.28,0.18,0.0,0.0,0,0,3,0,0.0,0,0,0.0,0.0,0,7,5,0.71,0,0,0,0,0,0,0.0,3,1,0.33,0,0,5,0,0,0,0.0,0,0,0.0,3,0,0,2,0,0,0,2,2,2,0.0,0.0,0,2,0,0,1,2,1,0,3,0,1,Penalty Kill,0,0,0,0,4,0,0,15,3,27,0,0,0,0,0,15,False,False,7,Loss
2025-01-10,Hood,0,0,0,5,3,0.6,0,4,3,0.75,1,0,0.0,0,0,0.0,0,2,2,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.05,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2,2,0,0,1.0,0,1,0.0,2.0,0,11,6,0.55,0,0,0,1,1,0,1.0,4,2,0.5,1,2,14,0,0,0,0.0,0,0,0.0,8,0,0,6,0,0,0,2,2,2,0.0,0.0,0,5,0,1,0,0,1,0,0,0,0,Penalty Kill,0,0,0,0,6,0,0,47,4,28,0,6,0,2,0,40,True,True,3,Loss
