Date,Opponent,Goals,Penalties,Penalties drawn,Faceoffs,Faceoffs won,"Faceoffs won, %",Hits,Faceoffs in DZ,Faceoffs won in DZ,"Faceoffs won in DZ, %",Faceoffs in NZ,Faceoffs won in NZ,"Faceoffs won in NZ, %",Faceoffs in OZ,Faceoffs won in OZ,"Faceoffs won in OZ, %",Blocked shots,Faceoffs lost,Scoring chances,CORSI%,Hits against,Power play,Successful power play,"Power play, %",Short-handed,Penalty killing,"Short-handed, %",xG per shot,Opponent's xG per shot,Net xG (xG - Opponent's xG),xG conversion,xG (Expected goals),Opponent's xG,xG per goal,Opponent's xG per goal,Shots,Shots on goal,Shots blocking,Missed shots,% shots on goal,Slapshot,Wrist shot,Power play shots,Short-handed shots,Shootouts scored,Puck battles,Puck battles won,"Puck battles won, %",Puck battles in OZ,Puck battles in NZ,Puck battles in DZ,Dekes,Dekes successful,Dekes unsuccessful,"Dekes successful, %",Passes total,Accurate passes,"Accurate passes, %",Pre-shots passes,Dump ins,Dump outs,Passes to the slot,OZ play,OZ play with shots,"OZ play with shots, %",Counterattacks,Counter-attack with shots,"Counter-attack with shots, %",Takeaways,Takeaways in NZ,Takeaways in DZ,Puck losses,Puck losses in OZ,Puck losses in NZ,Puck losses in DZ,Retrievals,Power play retrievals,Penalty kill retrievals,EV OZ retrievals,EV DZ retrievals,Takeaways in OZ,Loose puck recovery,Opponentâ€™s dump-in retrievals,Entries,Entries via pass,Entries via dump in,Entries via stickhandling,Breakouts,Breakouts via pass,Breakouts via dump out,Breakouts via stickhandling,Type,Penalty time_minutes,Penalty time_seconds,Power play time_minutes,Power play time_seconds,Short-handed time_minutes,Short-handed time_seconds,Offensive play_minutes,Offensive play_seconds,Defensive play_minutes,Defensive play_seconds,OZ possession_minutes,OZ possession_seconds,NZ possession_minutes,NZ possession_seconds,DZ possession_minutes,DZ possession_seconds,isOpponent,isAway,OpponentScore,Outcome
2025-01-09,Alvernia Wolves,0,1,0,8,0,0.0,0,8,0,0.0,0,0,0.0,0,0,0.0,0,8,0,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0.0,0,0,0.0,0.0,0,11,6,0.55,0,0,0,0,0,0,0.0,0,0,0.0,0,0,3,0,0,0,0.0,0,0,0.0,2,0,0,2,0,0,0,3,3,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Penalty Kill,2,0,0,0,3,54,0,12,3,13,0,0,0,0,0,12,False,False,3,Loss
2025-01-09,Hood,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,Penalty Kill,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,Draw
2025-01-07,King's Monarchs,0,0,0,4,0,0.0,0,3,0,0.0,1,0,0.0,0,0,0.0,0,4,0,0.0,0,0.0,0.0,0.0,4.0,1.0,0.25,0.05,0.11,0.26,0.0,0.37,0.11,0.0,0.0,0,0,2,0,0.0,0,0,0.0,0.0,0,13,5,0.38,0,0,0,0,0,0,0.0,1,1,1.0,0,0,5,0,0,0,0.0,0,0,0.0,3,0,0,3,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,1,8,0,3,0,5,Penalty Kill,0,0,0,0,3,13,0,24,2,42,0,0,0,13,0,11,False,False,4,Loss
2025-01-07,Hood,0,1,0,7,2,0.29,0,5,2,0.4,1,0,0.0,1,0,0.0,0,5,1,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.06,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1,1,4,0,1.0,1,0,0.0,1.0,0,14,10,0.71,0,0,0,0,0,0,0.0,2,2,1.0,4,2,10,0,0,0,0.0,1,1,1.0,8,0,0,6,0,0,0,1,1,1,0.0,0.0,0,5,0,3,0,1,2,3,0,1,2,Penalty Kill,0,0,0,0,5,8,0,53,3,38,0,12,0,15,0,26,True,True,1,Loss
2024-12-06,King's Monarchs,1,1,0,10,3,0.3,0,8,3,0.38,2,0,0.0,0,0,0.0,0,7,2,0.0,0,0.0,0.0,0.0,5.0,5.0,1.0,0.06,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2,2,6,0,1.0,1,1,0.0,2.0,0,20,11,0.55,0,0,0,0,0,0,0.0,3,2,0.67,0,1,10,0,0,0,0.0,1,1,1.0,14,0,0,8,0,0,0,4,4,4,0.0,0.0,0,6,0,2,0,2,1,1,3,0,0,Penalty Kill,2,0,0,0,8,57,1,30,6,36,0,19,0,13,0,58,False,False,0,Win
2024-12-06,Hood,0,0,0,6,1,0.17,0,4,1,0.25,2,0,0.0,0,0,0.0,0,5,0,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.05,0.17,0.64,0.0,0.98,0.34,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,8,5,0.63,0,0,0,0,0,0,0.0,3,1,0.33,2,5,5,0,0,0,0.0,0,0,0.0,3,0,0,3,0,0,0,2,2,2,0.0,0.0,0,5,0,0,0,0,0,1,0,0,1,Penalty Kill,2,0,0,0,4,0,0,13,3,15,0,0,0,3,0,10,True,True,3,Loss
2024-12-01,Massachusetts College of Liberal Arts,0,0,0,7,3,0.43,0,5,3,0.6,1,0,0.0,1,0,0.0,0,4,0,0.0,0,0.0,0.0,0.0,4.0,4.0,1.0,0.02,0.08,-0.18,0.0,0.07,0.25,0.0,0.0,0,0,5,0,0.0,0,0,0.0,0.0,0,12,10,0.8300000000000001,0,0,0,1,0,1,0.0,3,2,0.67,0,6,12,0,0,0,0.0,0,0,0.0,7,0,0,8,0,0,0,2,2,2,0.0,0.0,0,9,3,2,0,2,0,1,1,0,0,Penalty Kill,0,0,0,0,6,0,1,0,4,34,0,5,0,10,0,45,False,True,2,Loss
2024-12-01,Hood,1,0,0,3,2,0.67,0,2,2,1.0,1,0,0.0,0,0,0.0,0,1,2,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.03,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3,3,1,0,1.0,1,1,0.0,3.0,0,9,5,0.56,0,0,0,0,0,0,0.0,2,2,1.0,0,5,5,0,0,0,0.0,1,0,0.0,10,0,0,7,0,0,0,1,1,1,0.0,0.0,0,2,0,2,1,0,7,3,3,0,4,Penalty Kill,0,0,0,0,4,0,1,7,2,9,0,18,0,26,0,23,True,False,1,Draw
2024-11-30,Massachusetts College of Liberal Arts,0,0,0,6,3,0.5,0,3,1,0.33,2,2,1.0,1,0,0.0,0,3,1,0.0,0,0.0,0.0,0.0,4.0,3.0,0.75,0.04,0.07,0.44,0.0,0.65,0.21,0.0,0.0,1,1,1,0,1.0,1,0,0.0,1.0,0,16,10,0.63,0,0,0,3,3,0,1.0,5,3,0.6,0,0,14,0,1,1,1.0,0,0,0.0,7,0,0,4,0,0,0,5,5,5,0.0,0.0,0,13,3,1,0,0,1,1,1,0,0,Penalty Kill,0,0,0,0,6,45,1,2,4,56,0,16,0,8,0,39,False,True,2,Loss
2024-11-30,Hood,0,1,1,15,3,0.2,1,11,3,0.27,1,0,0.0,3,0,0.0,0,12,1,0.0,1,0.0,0.0,0.0,6.0,6.0,1.0,0.07,0.15,0.81,0.0,0.96,0.15,0.0,0.0,3,3,10,0,1.0,0,2,0.0,3.0,0,34,21,0.62,0,0,0,8,6,2,0.75,12,8,0.67,0,6,11,0,0,0,0.0,2,1,0.5,18,0,0,14,0,0,0,3,3,3,0.0,0.0,0,11,3,7,4,0,6,2,3,0,3,Penalty Kill,0,0,0,0,10,59,3,0,6,30,0,58,0,24,1,37,True,False,1,Loss
2024-11-24,Wilkes Colonels,1,0,0,11,7,0.64,0,8,5,0.63,3,2,0.67,0,0,0.0,0,4,2,0.0,0,0.0,0.0,0.0,7.0,6.0,0.86,0.04,0.1,0.06,0.0,0.26,0.2,0.0,0.0,2,2,6,0,1.0,0,1,0.0,2.0,0,7,3,0.43,0,0,0,2,2,0,1.0,6,1,0.17,0,1,7,0,0,0,0.0,0,0,0.0,13,0,0,11,0,0,0,3,3,3,0.0,0.0,0,6,1,1,0,0,1,0,0,0,0,Penalty Kill,0,0,0,0,8,40,0,59,6,56,0,7,0,4,0,47,False,True,7,Loss
2024-11-24,Hood,0,0,1,4,2,0.5,0,4,2,0.5,0,0,0.0,0,0,0.0,0,2,2,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.06,0.25,1.06,0.0,1.57,0.51,0.0,0.0,2,1,1,1,0.5,0,2,0.0,2.0,0,16,9,0.56,0,0,0,0,0,0,0.0,10,6,0.6,0,2,8,0,0,0,0.0,0,0,0.0,10,0,0,7,0,0,0,2,2,2,0.0,0.0,0,7,2,2,4,0,10,1,1,0,2,Penalty Kill,0,0,0,0,5,36,1,50,2,59,0,32,0,21,0,56,True,False,1,Loss
2024-11-23,Wilkes Colonels,0,0,0,8,3,0.38,0,8,3,0.38,0,0,0.0,0,0,0.0,0,5,0,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.02,0.04,-0.3,0.0,0.04,0.34,0.0,0.0,0,0,3,0,0.0,0,0,0.0,0.0,0,9,7,0.78,0,0,0,0,0,0,0.0,2,1,0.5,0,1,1,0,0,0,0.0,0,0,0.0,6,0,0,3,0,0,0,5,5,5,0.0,0.0,0,6,2,0,0,0,0,1,0,0,1,Penalty Kill,0,0,0,0,4,51,0,41,3,34,0,3,0,0,0,38,False,True,5,Loss
2024-11-23,Hood,0,0,1,9,7,0.78,0,6,4,0.67,0,0,0.0,3,3,1.0,2,2,4,0.0,1,0.0,0.0,0.0,5.0,5.0,1.0,0.06,0.0,0.0,0.0,1.21,0.0,0.0,0.0,8,5,1,1,0.63,5,0,0.0,8.0,0,34,21,0.62,0,0,0,3,3,0,1.0,19,15,0.79,3,2,6,0,1,0,0.0,2,1,0.5,24,0,0,18,0,0,0,3,3,3,0.0,0.0,0,7,4,6,1,0,4,3,0,0,3,Penalty Kill,0,0,0,0,8,51,3,27,4,22,1,34,0,23,1,31,True,False,0,Draw
2024-11-17,Stevenson Mustangs,0,0,0,4,1,0.25,0,4,1,0.25,0,0,0.0,0,0,0.0,0,3,1,0.0,0,0.0,0.0,0.0,4.0,3.0,0.75,0.04,0.01,0.7,0.0,0.71,0.01,0.0,0.0,1,1,2,0,1.0,1,0,0.0,1.0,0,11,6,0.55,0,0,0,2,1,1,0.5,3,2,0.67,0,1,3,0,0,0,0.0,0,0,0.0,5,0,0,3,0,0,0,1,1,1,0.0,0.0,0,12,2,1,1,0,0,1,0,0,1,Penalty Kill,0,0,0,0,4,7,0,38,3,7,0,4,0,8,0,26,False,True,4,Loss
2024-11-17,Hood,0,0,0,11,7,0.64,0,8,4,0.5,2,2,1.0,1,1,1.0,0,4,0,0.0,1,0.0,0.0,0.0,6.0,6.0,1.0,0.05,0.04,0.29,0.0,0.33,0.04,0.0,0.0,1,0,6,1,0.0,0,1,0.0,1.0,0,17,5,0.29,0,0,0,0,0,0,0.0,7,3,0.43,0,2,10,0,0,0,0.0,0,0,0.0,14,0,0,9,0,0,0,6,6,6,0.0,0.0,0,1,0,1,1,0,5,2,4,0,0,Penalty Kill,0,0,0,0,7,59,0,52,6,2,0,9,0,15,0,29,True,False,1,Loss
2024-11-09,Arcadia University Knights,0,1,0,9,2,0.22,0,8,2,0.25,1,0,0.0,0,0,0.0,0,7,0,0.0,0,0.0,0.0,0.0,4.0,3.0,0.75,0.04,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0,0,4,0,0.0,0,0,0.0,0.0,0,7,4,0.5700000000000001,0,0,0,0,0,0,0.0,5,4,0.8,2,2,9,0,0,0,0.0,1,0,0.0,8,0,0,7,0,0,0,1,1,1,0.0,0.0,0,7,0,1,0,1,0,0,0,0,0,Penalty Kill,2,0,0,0,6,52,0,46,5,19,0,3,0,0,0,43,False,True,4,Loss
2024-11-09,Hood,0,0,0,4,3,0.75,0,4,3,0.75,0,0,0.0,0,0,0.0,0,1,0,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.1,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0.0,0.0,0,9,5,0.56,0,0,0,0,0,0,0.0,5,4,0.8,0,0,7,0,0,0,0.0,0,0,0.0,8,0,0,6,0,0,0,1,1,1,0.0,0.0,0,3,3,0,2,0,6,0,2,0,1,Penalty Kill,2,0,0,0,4,0,1,1,2,24,0,0,0,8,0,53,True,False,0,Draw
2024-11-08,Arcadia University Knights,0,1,0,14,2,0.14,0,14,2,0.14,0,0,0.0,0,0,0.0,0,12,0,0.0,0,0.0,0.0,0.0,4.0,3.0,0.75,0.06,0.12,0.49,0.0,0.61,0.12,0.0,0.0,1,1,4,0,1.0,1,0,0.0,1.0,0,21,9,0.43,0,0,0,0,0,0,0.0,4,1,0.25,1,2,9,0,0,0,0.0,0,0,0.0,8,0,0,6,0,0,0,1,1,1,0.0,0.0,0,7,3,1,0,1,0,2,0,0,2,Penalty Kill,2,0,0,0,7,36,0,59,6,1,0,4,0,9,0,46,False,True,3,Loss
2024-11-08,Hood,0,1,1,5,2,0.4,0,4,2,0.5,1,0,0.0,0,0,0.0,0,3,1,0.0,0,0.0,0.0,0.0,2.0,1.0,0.5,0.05,0.14,1.27,0.0,1.41,0.14,0.0,0.0,1,1,2,0,1.0,0,0,0.0,1.0,0,15,5,0.33,0,0,0,3,2,1,0.67,4,3,0.75,0,3,4,0,0,0,0.0,1,0,0.0,7,0,0,5,0,0,0,2,2,2,0.0,0.0,0,1,0,2,2,0,9,0,4,0,0,Penalty Kill,2,0,0,0,4,31,0,49,3,9,0,12,0,6,0,30,True,False,1,Loss
2024-11-02,Hilbert College,0,1,0,9,4,0.44,1,8,4,0.5,1,0,0.0,0,0,0.0,0,5,1,0.0,0,0.0,0.0,0.0,8.0,7.0,0.88,0.05,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1,1,1,0,1.0,0,0,0.0,1.0,0,27,13,0.48,0,0,0,0,0,0,0.0,11,7,0.64,0,3,9,0,0,0,0.0,0,0,0.0,11,0,0,8,0,0,0,4,4,4,0.0,0.0,0,1,0,1,0,0,2,2,0,0,0,Penalty Kill,2,0,0,0,6,1,1,22,4,1,0,13,0,18,0,51,False,False,3,Loss
2024-11-02,Hood,0,0,0,4,2,0.5,0,4,2,0.5,0,0,0.0,0,0,0.0,0,2,0,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.05,0.09,0.59,0.0,0.68,0.09,0.0,0.0,0,0,2,0,0.0,0,0,0.0,0.0,0,3,1,0.33,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0.0,2,0,0,2,0,0,0,0,0,0,0.0,0.0,0,11,3,0,0,0,0,0,0,0,0,Penalty Kill,2,0,0,0,2,0,0,8,1,44,0,0,0,0,0,8,True,True,4,Loss
2024-11-01,Hilbert College,0,1,0,13,8,0.62,0,10,6,0.6,3,2,0.67,0,0,0.0,0,5,0,0.0,0,0.0,0.0,0.0,3.0,3.0,1.0,0.03,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0,0,3,0,0.0,0,0,0.0,0.0,0,26,9,0.35000000000000003,0,0,0,0,0,0,0.0,9,5,0.56,0,3,12,0,0,0,0.0,0,0,0.0,19,0,0,14,0,0,0,5,5,5,0.0,0.0,0,5,2,3,2,0,4,4,3,0,4,Penalty Kill,2,0,0,0,8,0,2,16,4,41,0,12,0,24,1,40,False,False,2,Loss
2024-11-01,Hood,0,0,0,3,0,0.0,0,2,0,0.0,1,0,0.0,0,0,0.0,0,3,0,0.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.04,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0.0,0.0,0,12,6,0.5,0,0,0,0,0,0,0.0,5,1,0.2,1,1,6,0,0,0,0.0,0,0,0.0,5,0,0,6,0,0,0,2,2,2,0.0,0.0,0,12,2,0,0,0,0,0,0,0,0,Penalty Kill,2,0,0,0,4,0,0,37,2,51,0,0,0,11,0,26,True,True,3,Loss
2025-02-22,Neumann Knights,1,0,0,4,4,1.0,0,0,0,0.0,1,1,1.0,3,3,1.0,1,0,3,0.0,0,5.0,1.0,0.2,0.0,0.0,0.0,0.02,0.03,-0.7,0.0,0.03,0.73,0.0,0.0,11,8,0,2,0.73,6,1,11.0,0.0,0,3,2,0.67,0,0,0,2,2,0,1.0,28,27,0.96,0,1,0,4,4,3,0.75,0,0,0.0,5,0,0,2,0,0,0,6,6,6,0.0,0.0,0,4,3,3,0,0,3,2,1,0,1,Power Play,0,0,4,47,0,0,4,16,0,3,3,19,0,27,0,30,False,True,2,Loss
2025-02-22,Hood,2,0,1,17,11,0.65,1,0,0,0.0,1,1,1.0,16,10,0.63,5,6,1,0.0,0,5.0,2.0,0.4,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.63,0.0,0.0,25,18,0,2,0.72,20,0,25.0,0.0,0,22,8,0.36,0,0,0,3,2,1,0.67,78,74,0.9500000000000001,4,3,0,3,14,11,0.79,0,0,0.0,19,0,0,10,0,0,0,7,7,7,0.0,0.0,0,14,1,10,0,0,0,8,0,0,0,Power Play,0,0,11,3,0,0,7,46,1,33,5,46,0,59,1,1,True,False,4,Loss
2025-02-21,Wilkes Colonels,0,1,0,6,2,0.33,0,0,0,0.0,0,0,0.0,6,2,0.33,0,4,1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.62,0.0,0.0,4,3,0,1,0.75,3,0,4.0,0.0,0,12,5,0.42,0,0,0,0,0,0,0.0,12,11,0.92,1,1,0,0,1,1,1.0,0,0,0.0,5,0,0,2,0,0,0,1,1,1,0.0,0.0,0,5,1,3,0,0,0,3,0,0,1,Power Play,2,0,2,54,0,0,1,39,0,55,0,56,0,14,0,29,False,False,7,Loss
2025-02-21,Hood,1,0,1,2,1,0.5,0,0,0,0.0,0,0,0.0,2,1,0.5,2,1,4,0.0,0,2.0,1.0,0.5,0.0,0.0,0.0,0.16,0.08,-0.02,0.0,0.32,0.34,0.0,0.0,7,5,0,0,0.71,4,0,7.0,0.0,0,7,4,0.5700000000000001,0,0,0,0,0,0,0.0,40,36,0.9,0,0,0,3,3,3,1.0,0,0,0.0,2,0,0,0,0,0,0,4,4,4,0.0,0.0,0,3,1,4,2,0,2,0,0,0,0,Power Play,2,0,3,4,0,0,2,32,0,16,1,55,0,17,0,20,True,True,1,Draw
2025-02-14,Arcadia University Knights,0,1,1,5,4,0.8,0,0,0,0.0,1,1,1.0,4,3,0.75,3,1,3,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.29,0.06,-1.36,0.0,0.29,1.65,0.0,0.0,8,4,0,1,0.5,6,1,8.0,0.0,0,23,10,0.43,0,0,0,0,0,0,0.0,24,21,0.88,1,3,0,0,1,1,1.0,0,0,0.0,15,0,0,12,0,0,0,5,5,5,0.0,0.0,0,10,2,5,0,0,1,5,0,0,1,Power Play,2,0,6,16,0,0,3,55,1,42,1,40,0,47,1,27,False,False,4,Loss
2025-02-14,Hood,0,0,0,7,6,0.86,0,0,0,0.0,0,0,0.0,7,6,0.86,7,1,8,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,-0.51,0.0,0.07,0.58,0.0,0.0,27,15,0,5,0.56,13,6,27.0,0.0,0,8,2,0.25,0,0,0,1,1,0,1.0,79,74,0.9400000000000001,0,1,0,4,8,8,1.0,0,0,0.0,10,0,0,3,0,0,0,11,11,11,0.0,0.0,0,3,1,5,0,1,4,1,1,0,0,Power Play,2,0,6,22,0,0,5,33,0,26,4,59,0,16,0,18,True,True,1,Loss
2025-02-08,Alvernia Wolves,0,1,0,4,4,1.0,0,1,1,1.0,0,0,0.0,3,3,1.0,0,0,1,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.1,0.0,0.0,3,3,0,0,1.0,3,0,3.0,0.0,0,15,9,0.6,0,0,0,1,0,1,0.0,21,18,0.86,0,1,0,0,1,1,1.0,0,0,0.0,9,0,0,8,0,0,0,3,3,3,0.0,0.0,0,7,1,3,0,0,3,4,4,0,0,Power Play,2,0,3,53,0,0,2,10,1,19,1,5,0,14,0,51,False,True,4,Loss
2025-02-08,Hood,1,1,1,9,6,0.67,0,0,0,0.0,0,0,0.0,9,6,0.67,13,3,3,0.0,1,8.0,1.0,0.13,0.0,0.0,0.0,0.22,0.03,0.13,0.0,0.22,0.09,0.0,0.0,33,12,0,8,0.36,26,3,33.0,0.0,0,24,15,0.63,0,0,0,1,1,0,1.0,147,137,0.93,9,2,0,7,17,15,0.88,0,0,0.0,13,0,0,3,0,0,0,12,12,12,0.0,0.0,0,13,1,11,1,0,1,7,1,0,1,Power Play,2,0,14,41,0,0,12,35,1,4,10,38,0,50,1,8,True,False,0,Win
2025-02-07,Stevenson Mustangs,1,0,0,6,4,0.67,0,1,1,1.0,0,0,0.0,5,3,0.6,2,2,4,0.0,0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,11,5,0,4,0.45,2,8,11.0,0.0,0,7,4,0.5700000000000001,0,0,0,0,0,0,0.0,29,26,0.9,1,4,1,3,5,4,0.8,0,0,0.0,10,0,0,7,0,0,0,4,4,4,0.0,0.0,0,15,2,5,0,0,0,4,0,0,0,Power Play,0,0,6,34,0,0,4,5,1,42,2,45,0,31,0,49,False,False,7,Loss
2025-02-07,Hood,1,0,0,4,1,0.25,0,0,0,0.0,2,0,0.0,2,1,0.5,0,3,0,0.0,0,3.0,1.0,0.33,0.0,0.0,0.0,0.18,0.07,-0.54,0.0,0.18,0.72,0.0,0.0,1,1,0,0,1.0,0,1,1.0,0.0,0,2,1,0.5,0,0,0,0,0,0,0.0,19,18,0.9500000000000001,0,0,0,0,3,1,0.33,0,0,0.0,1,0,0,3,0,0,0,0,0,0,0.0,0.0,0,2,2,4,2,0,2,1,1,0,0,Power Play,0,0,2,10,0,0,1,45,0,6,1,3,0,29,0,14,True,True,4,Loss
2025-02-01,King's Monarchs,0,0,0,7,3,0.43,0,0,0,0.0,1,0,0.0,6,3,0.5,6,4,2,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,-0.79,0.0,0.12,0.91,0.0,0.0,14,4,0,4,0.29,5,7,14.0,0.0,0,24,11,0.46,0,0,0,1,1,0,1.0,56,48,0.86,0,1,0,4,5,5,1.0,0,0,0.0,12,0,0,5,0,0,0,5,5,5,0.0,0.0,0,5,2,10,1,0,9,7,4,0,3,Power Play,0,0,8,0,0,0,5,27,1,39,3,11,1,15,1,1,False,True,3,Loss
2025-02-01,Hood,1,0,1,8,6,0.75,0,0,0,0.0,1,1,1.0,7,5,0.71,4,2,7,0.0,1,6.0,1.0,0.17,0.0,0.0,0.0,0.16,0.06,-0.64,0.0,0.16,0.8,0.0,0.0,19,11,0,4,0.58,13,3,19.0,0.0,0,14,4,0.29,0,0,0,1,1,0,1.0,46,42,0.91,10,2,0,1,7,5,0.71,1,1,1.0,8,0,0,2,0,0,0,10,10,10,0.0,0.0,0,12,2,5,1,0,3,8,2,0,2,Power Play,0,0,7,52,0,0,6,50,0,25,5,21,0,40,0,49,True,False,2,Loss
2025-01-31,Lebanon Valley Flying Dutchmen,0,0,0,4,2,0.5,0,1,0,0.0,0,0,0.0,3,2,0.67,0,2,3,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.11,0.0,0.0,6,3,0,3,0.5,2,2,6.0,0.0,0,10,7,0.7000000000000001,0,0,0,0,0,0,0.0,19,16,0.84,2,1,0,1,4,4,1.0,0,0,0.0,9,0,0,4,0,0,0,5,5,5,0.0,0.0,0,1,1,3,0,0,0,3,1,0,1,Power Play,0,0,4,0,0,0,2,39,0,55,1,58,0,21,0,20,False,False,6,Loss
2025-01-31,Hood,2,0,0,13,11,0.85,0,1,1,1.0,0,0,0.0,12,10,0.8300000000000001,10,2,8,0.0,0,6.0,2.0,0.33,0.0,0.0,0.0,0.04,0.05,-0.19,0.0,0.13,0.32,0.0,0.0,32,14,0,8,0.44,18,12,32.0,0.0,0,16,9,0.56,0,0,0,0,0,0,0.0,78,74,0.9500000000000001,0,0,0,3,15,15,1.0,0,0,0.0,14,0,0,3,0,0,0,10,10,10,0.0,0.0,0,2,0,7,2,0,5,6,2,0,4,Power Play,0,0,9,39,0,0,7,58,0,46,6,49,0,26,0,43,True,True,2,Draw
2025-01-24,Neumann Knights,1,0,0,6,4,0.67,0,1,1,1.0,1,1,1.0,4,2,0.5,2,2,3,0.0,0,4.0,1.0,0.25,0.0,0.0,0.0,0.04,0.05,-0.85,0.0,0.07,0.92,0.0,0.0,11,7,0,2,0.64,4,5,11.0,0.0,0,9,3,0.33,0,0,0,0,0,0,0.0,34,31,0.91,2,3,0,1,6,5,0.8300000000000001,0,0,0.0,5,0,0,2,0,0,0,2,2,2,0.0,0.0,0,6,1,6,0,1,2,4,1,0,2,Power Play,0,0,4,11,0,0,3,22,0,25,2,18,0,40,0,24,False,False,4,Loss
2025-01-24,Hood,1,0,0,11,8,0.73,0,1,1,1.0,0,0,0.0,10,7,0.7000000000000001,2,3,5,0.0,0,5.0,1.0,0.2,0.0,0.0,0.0,0.15,0.03,-0.21,0.0,0.15,0.36,0.0,0.0,18,12,1,4,0.67,10,4,18.0,0.0,0,15,6,0.4,0,0,0,1,0,1,0.0,68,60,0.88,0,0,1,3,9,6,0.67,0,0,0.0,14,0,0,4,0,0,0,4,4,4,0.0,0.0,0,2,2,8,1,0,7,4,1,0,3,Power Play,0,0,8,49,0,0,5,34,2,25,4,20,0,38,0,36,True,True,3,Loss
2025-01-23,Neumann Knights,0,0,1,10,7,0.7000000000000001,0,0,0,0.0,1,0,0.0,9,7,0.78,7,3,4,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.91,0.0,0.0,20,9,0,4,0.45,14,2,20.0,0.0,0,16,8,0.5,0,0,0,0,0,0,0.0,28,28,1.0,7,3,0,6,9,8,0.89,0,0,0.0,8,0,0,0,0,0,0,2,2,2,0.0,0.0,0,8,0,3,0,1,0,1,0,0,0,Power Play,0,0,4,50,0,0,4,14,0,7,3,42,0,23,0,9,False,False,0,Draw
2025-01-23,Hood,0,0,0,8,6,0.75,0,0,0,0.0,0,0,0.0,8,6,0.75,8,2,4,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,25,10,0,7,0.4,22,0,25.0,0.0,0,16,7,0.44,0,0,0,0,0,0,0.0,64,63,0.98,0,0,0,2,9,8,0.89,0,0,0.0,9,0,0,3,0,0,0,10,10,10,0.0,0.0,0,2,1,5,1,0,4,3,2,0,1,Power Play,0,0,8,0,0,0,6,40,0,55,5,49,0,11,0,39,True,True,1,Loss
