Date,Opponent,Goals,Penalties,Penalties drawn,Faceoffs,Faceoffs won,"Faceoffs won, %",Hits,Faceoffs in DZ,Faceoffs won in DZ,"Faceoffs won in DZ, %",Faceoffs in NZ,Faceoffs won in NZ,"Faceoffs won in NZ, %",Faceoffs in OZ,Faceoffs won in OZ,"Faceoffs won in OZ, %",Blocked shots,Faceoffs lost,Scoring chances,CORSI%,Hits against,Power play,Successful power play,"Power play, %",Short-handed,Penalty killing,"Short-handed, %",xG per shot,Opponent's xG per shot,Net xG (xG - Opponent's xG),xG conversion,xG (Expected goals),Opponent's xG,xG per goal,Opponent's xG per goal,Shots,Shots on goal,Shots blocking,Missed shots,% shots on goal,Slapshot,Wrist shot,Power play shots,Short-handed shots,Shootouts scored,Puck battles,Puck battles won,"Puck battles won, %",Puck battles in OZ,Puck battles in NZ,Puck battles in DZ,Dekes,Dekes successful,Dekes unsuccessful,"Dekes successful, %",Passes total,Accurate passes,"Accurate passes, %",Pre-shots passes,Dump ins,Dump outs,Passes to the slot,OZ play,OZ play with shots,"OZ play with shots, %",Counterattacks,Counter-attack with shots,"Counter-attack with shots, %",Takeaways,Takeaways in NZ,Takeaways in DZ,Puck losses,Puck losses in OZ,Puck losses in NZ,Puck losses in DZ,Retrievals,Power play retrievals,Penalty kill retrievals,EV OZ retrievals,EV DZ retrievals,Takeaways in OZ,Loose puck recovery,Opponentâ€™s dump-in retrievals,Entries,Entries via pass,Entries via dump in,Entries via stickhandling,Breakouts,Breakouts via pass,Breakouts via dump out,Breakouts via stickhandling,Type,Penalty time_minutes,Penalty time_seconds,Power play time_minutes,Power play time_seconds,Short-handed time_minutes,Short-handed time_seconds,Offensive play_minutes,Offensive play_seconds,Defensive play_minutes,Defensive play_seconds,OZ possession_minutes,OZ possession_seconds,NZ possession_minutes,NZ possession_seconds,DZ possession_minutes,DZ possession_seconds,isOpponent,isAway,OpponentScore,Outcome
2025-01-18,Lebanon Valley Flying Dutchmen,0,0,0,8,5,0.63,0,0,0,0.0,3,2,0.67,5,3,0.6,2,3,2,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.29,0.12,-2.1,0.0,0.29,2.4,0.0,0.0,7,2,0,3,0.29,3,3,7.0,0.0,0,16,9,0.56,0,0,0,3,3,0,1.0,35,31,0.89,0,5,0,2,5,2,0.4,0,0,0.0,9,0,0,6,0,0,0,1,1,1,0.0,0.0,0,2,0,3,0,0,3,4,2,0,2,Power Play,0,0,6,0,0,0,4,24,0,51,2,52,0,45,0,48,False,True,4,Loss
2025-01-18,Hood,2,0,0,8,6,0.75,0,0,0,0.0,0,0,0.0,8,6,0.75,4,2,9,0.0,0,4.0,2.0,0.5,0.0,0.0,0.0,0.12,0.04,-0.04,0.0,0.23,0.27,0.0,0.0,20,12,0,4,0.6,9,3,20.0,0.0,0,4,3,0.75,0,0,0,0,0,0,0.0,41,37,0.9,6,1,0,2,8,7,0.88,0,0,0.0,12,0,0,1,0,0,0,10,10,10,0.0,0.0,0,3,0,3,1,0,2,2,1,0,1,Power Play,0,0,5,2,0,0,3,44,0,40,3,8,0,16,0,20,True,False,1,Win
2025-01-17,Lebanon Valley Flying Dutchmen,0,1,0,6,2,0.33,0,0,0,0.0,1,1,1.0,5,1,0.2,0,4,2,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.63,0.0,0.0,6,4,0,2,0.67,4,0,6.0,0.0,0,17,9,0.53,0,0,0,2,1,1,0.5,30,22,0.73,0,0,1,0,2,2,1.0,0,0,0.0,5,0,0,3,0,0,0,3,3,3,0.0,0.0,0,1,0,5,2,0,3,1,0,0,1,Power Play,2,0,5,0,0,0,2,40,1,35,1,39,0,30,0,31,False,True,3,Loss
2025-01-17,Hood,0,0,0,6,5,0.8300000000000001,0,1,1,1.0,2,2,1.0,3,2,0.67,3,1,2,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.05,0.05,0.0,0.34,0.29,0.0,0.0,9,2,0,4,0.22,5,1,9.0,0.0,0,6,2,0.33,0,0,0,1,1,0,1.0,42,38,0.9,2,0,0,0,4,4,1.0,0,0,0.0,5,0,0,3,0,0,0,5,5,5,0.0,0.0,0,8,0,9,1,0,2,3,1,0,0,Power Play,2,0,5,0,0,0,3,57,0,18,2,41,0,26,0,50,True,False,0,Draw
2025-01-10,Alvernia Wolves,0,0,0,5,2,0.4,0,0,0,0.0,1,1,1.0,4,1,0.25,0,3,1,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.61,0.0,0.0,2,1,0,1,0.5,0,0,2.0,0.0,0,11,5,0.45,0,0,0,1,1,0,1.0,25,22,0.88,2,6,0,0,2,1,0.5,0,0,0.0,6,0,0,9,0,0,0,2,2,2,0.0,0.0,0,15,2,4,0,0,0,4,0,0,0,Power Play,0,0,6,0,0,0,4,28,0,47,2,27,0,54,1,6,False,False,7,Loss
2025-01-10,Hood,0,0,0,4,2,0.5,0,0,0,0.0,0,0,0.0,4,2,0.5,3,2,3,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,-0.1,0.0,0.18,0.28,0.0,0.0,12,3,0,6,0.25,0,9,12.0,0.0,0,7,2,0.29,0,0,0,0,0,0,0.0,36,35,0.97,0,2,0,1,3,2,0.67,0,0,0.0,4,0,0,1,0,0,0,6,6,6,0.0,0.0,0,6,3,2,1,0,1,2,1,0,1,Power Play,0,0,4,0,0,0,3,27,0,15,3,7,0,15,0,5,True,True,3,Loss
2025-01-09,Alvernia Wolves,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.86,0.0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Power Play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,3,Loss
2025-01-09,Hood,0,0,1,8,8,1.0,0,0,0,0.0,0,0,0.0,8,8,1.0,3,0,6,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,11,0,4,0.61,16,0,18.0,0.0,0,11,5,0.45,0,0,0,0,0,0,0.0,35,35,1.0,0,0,0,0,7,7,1.0,0,0,0.0,8,0,0,2,0,0,0,7,7,7,0.0,0.0,0,0,0,1,1,0,0,1,1,0,0,Power Play,0,0,3,54,0,0,3,13,0,12,2,58,0,8,0,6,True,True,0,Draw
2025-01-07,King's Monarchs,0,0,1,7,5,0.71,0,1,1,1.0,1,1,1.0,5,3,0.6,4,2,2,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.49,0.0,0.0,7,2,0,1,0.29,4,0,7.0,0.0,0,14,4,0.29,0,0,0,0,0,0,0.0,17,17,1.0,2,2,0,0,1,1,1.0,0,0,0.0,9,0,0,5,0,0,0,1,1,1,0.0,0.0,0,9,1,9,0,0,0,8,0,0,0,Power Play,0,0,5,8,0,0,3,38,0,53,1,32,0,42,1,24,False,False,4,Loss
2025-01-07,Hood,3,0,0,4,4,1.0,0,0,0,0.0,1,1,1.0,3,3,1.0,2,0,3,0.0,0,4.0,3.0,0.75,0.0,0.0,0.0,0.11,0.05,-0.26,0.0,0.11,0.37,0.0,0.0,8,6,0,0,0.75,3,1,8.0,0.0,0,13,8,0.62,0,0,0,4,3,1,0.75,19,18,0.9500000000000001,0,1,0,2,5,5,1.0,0,0,0.0,8,0,0,2,0,0,0,3,3,3,0.0,0.0,0,4,1,3,0,0,3,2,0,0,2,Power Play,0,0,3,13,0,0,2,42,0,24,2,7,0,19,0,15,True,True,1,Win
2024-12-06,King's Monarchs,0,0,0,6,5,0.8300000000000001,0,0,0,0.0,2,2,1.0,4,3,0.75,0,1,3,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.05,-0.64,0.0,0.34,0.98,0.0,0.0,8,4,0,4,0.5,0,5,8.0,0.0,0,8,3,0.38,0,0,0,0,0,0,0.0,23,23,1.0,2,3,0,0,4,4,1.0,0,0,0.0,7,0,0,2,0,0,0,4,4,4,0.0,0.0,0,10,3,3,0,0,2,3,0,0,1,Power Play,0,0,4,0,0,0,3,15,0,13,2,13,0,38,0,24,False,False,0,Draw
2024-12-06,Hood,0,1,1,10,7,0.7000000000000001,0,0,0,0.0,2,2,1.0,8,5,0.63,6,3,5,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.0,0.0,20,8,0,6,0.4,5,11,20.0,0.0,0,20,9,0.45,0,0,0,6,5,1,0.8300000000000001,57,52,0.91,0,0,0,0,11,10,0.91,1,1,1.0,12,0,0,7,0,0,0,7,7,7,0.0,0.0,0,2,2,11,0,0,11,6,3,0,3,Power Play,0,0,8,57,0,0,6,36,1,30,4,53,0,52,0,51,True,True,3,Loss
2024-12-01,Massachusetts College of Liberal Arts,0,0,0,3,1,0.33,0,0,0,0.0,1,1,1.0,2,0,0.0,1,2,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.25,0.0,0.0,3,0,0,2,0.0,1,2,3.0,0.0,0,9,4,0.44,0,0,0,1,1,0,1.0,19,16,0.84,0,0,1,0,1,1,1.0,0,0,0.0,6,0,0,5,0,0,0,3,3,3,0.0,0.0,0,2,0,5,1,0,4,6,4,0,2,Power Play,0,0,4,0,0,0,2,9,1,7,0,59,0,21,0,49,False,True,2,Loss
2024-12-01,Hood,0,0,0,7,4,0.5700000000000001,0,1,1,1.0,1,1,1.0,5,2,0.4,5,3,1,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.18,0.0,0.25,0.07,0.0,0.0,9,4,0,0,0.44,2,5,9.0,0.0,0,12,2,0.17,0,0,0,2,2,0,1.0,19,17,0.89,3,0,0,0,2,2,1.0,0,0,0.0,10,0,0,7,0,0,0,0,0,0,0.0,0.0,0,16,5,8,0,1,1,7,0,0,3,Power Play,0,0,6,0,0,0,4,34,1,0,2,19,0,48,1,27,True,False,1,Loss
2024-11-30,Massachusetts College of Liberal Arts,0,1,1,15,12,0.8,1,3,3,1.0,1,1,1.0,11,8,0.73,10,3,2,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,-0.81,0.0,0.15,0.96,0.0,0.0,17,5,0,2,0.29,4,11,17.0,0.0,0,34,13,0.38,0,0,0,9,6,3,0.67,36,31,0.86,1,4,3,1,8,6,0.75,0,0,0.0,21,0,0,13,0,0,0,2,2,2,0.0,0.0,0,2,0,12,2,1,9,9,5,0,4,Power Play,2,0,10,59,0,0,6,30,3,0,4,0,0,37,1,53,False,True,2,Loss
2024-11-30,Hood,1,0,0,6,3,0.5,0,1,1,1.0,2,0,0.0,3,2,0.67,1,3,4,0.0,0,4.0,1.0,0.25,0.0,0.0,0.0,0.07,0.04,-0.44,0.0,0.21,0.65,0.0,0.0,14,7,0,6,0.5,2,10,14.0,0.0,0,16,6,0.38,0,0,0,7,6,1,0.86,36,35,0.97,2,0,0,0,6,5,0.8300000000000001,0,0,0.0,7,0,0,5,0,0,0,7,7,7,0.0,0.0,0,11,0,10,0,3,4,6,0,0,2,Power Play,2,0,6,45,0,0,4,56,1,2,3,28,0,28,1,0,True,False,1,Draw
2024-11-24,Wilkes Colonels,0,1,0,4,2,0.5,0,0,0,0.0,0,0,0.0,4,2,0.5,1,2,2,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.06,-1.06,0.0,0.51,1.57,0.0,0.0,6,5,0,0,0.8300000000000001,0,5,6.0,0.0,0,16,7,0.44,0,0,0,1,1,0,1.0,26,24,0.92,0,4,0,0,1,1,1.0,0,0,0.0,7,0,0,5,0,0,0,4,4,4,0.0,0.0,0,1,0,4,0,0,4,6,4,0,2,Power Play,2,0,5,36,0,0,2,59,1,50,1,25,0,38,0,56,False,True,7,Loss
2024-11-24,Hood,1,0,0,11,4,0.36,0,0,0,0.0,3,1,0.33,8,3,0.38,6,7,12,0.0,0,7.0,1.0,0.14,0.0,0.0,0.0,0.1,0.04,-0.06,0.0,0.2,0.26,0.0,0.0,26,14,0,6,0.54,2,17,26.0,0.0,0,7,4,0.5700000000000001,0,0,0,8,8,0,1.0,56,54,0.96,7,0,0,5,9,7,0.78,0,0,0.0,11,0,0,3,0,0,0,11,11,11,0.0,0.0,0,7,0,14,0,1,1,3,0,0,1,Power Play,2,0,8,40,0,0,6,56,0,59,5,5,1,7,0,44,True,False,1,Draw
2024-11-23,Wilkes Colonels,0,1,0,9,2,0.22,1,3,0,0.0,0,0,0.0,6,2,0.33,1,7,0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.21,0.0,0.0,2,0,2,1,0.0,1,0,2.0,0.0,0,34,13,0.38,0,0,0,0,0,0,0.0,47,40,0.85,0,5,1,0,3,1,0.33,0,0,0.0,18,0,0,24,0,0,0,2,2,2,0.0,0.0,0,0,0,4,1,0,3,10,4,0,6,Power Play,2,0,8,51,0,0,4,22,3,27,1,28,0,52,2,1,False,True,5,Loss
2024-11-23,Hood,0,0,0,8,5,0.63,0,0,0,0.0,0,0,0.0,8,5,0.63,3,3,6,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.3,0.0,0.34,0.04,0.0,0.0,20,11,0,6,0.55,8,0,20.0,0.0,0,9,2,0.22,0,0,0,2,2,0,1.0,25,24,0.96,9,0,0,1,9,7,0.78,0,0,0.0,7,0,0,1,0,0,0,10,10,10,0.0,0.0,0,2,1,5,3,0,3,3,2,0,1,Power Play,2,0,4,51,0,0,3,34,0,41,3,2,0,14,0,18,True,False,0,Draw
2024-11-17,Stevenson Mustangs,0,0,0,11,4,0.36,1,1,0,0.0,2,0,0.0,8,4,0.5,6,7,2,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,-0.29,0.0,0.04,0.33,0.0,0.0,18,10,0,2,0.56,7,7,18.0,0.0,0,17,12,0.71,0,0,0,1,0,1,0.0,42,36,0.86,0,1,0,0,6,5,0.8300000000000001,0,0,0.0,11,0,0,6,0,0,0,3,3,3,0.0,0.0,0,2,0,6,1,1,4,4,3,0,1,Power Play,0,0,7,59,0,0,6,2,0,52,4,24,0,43,0,54,False,True,4,Loss
2024-11-17,Hood,1,0,0,4,3,0.75,0,0,0,0.0,0,0,0.0,4,3,0.75,2,1,2,0.0,0,4.0,1.0,0.25,0.0,0.0,0.0,0.01,0.04,-0.7,0.0,0.01,0.71,0.0,0.0,7,4,0,1,0.5700000000000001,2,2,7.0,0.0,0,11,5,0.45,0,0,0,2,2,0,1.0,25,24,0.96,1,0,1,1,4,3,0.75,0,0,0.0,5,0,0,3,0,0,0,4,4,4,0.0,0.0,0,3,0,6,1,0,0,4,1,0,1,Power Play,0,0,4,7,0,0,3,7,0,38,2,2,0,25,0,40,True,False,1,Draw
2024-11-09,Arcadia University Knights,0,0,0,4,1,0.25,0,0,0,0.0,0,0,0.0,4,1,0.25,1,3,1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.79,0.0,0.0,7,3,0,3,0.43,4,2,7.0,0.0,0,9,4,0.44,0,0,0,0,0,0,0.0,17,15,0.88,0,3,0,0,2,2,1.0,0,0,0.0,3,0,0,5,0,0,0,2,2,2,0.0,0.0,0,3,1,4,1,1,2,6,4,0,2,Power Play,0,0,4,0,0,0,2,24,1,1,1,10,0,18,0,56,False,True,4,Loss
2024-11-09,Hood,2,0,1,9,7,0.78,0,0,0,0.0,1,1,1.0,8,6,0.75,4,2,9,0.0,0,4.0,1.0,0.25,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.27,0.0,0.0,18,10,0,4,0.56,13,0,18.0,0.0,0,7,3,0.43,0,0,0,2,1,1,0.5,67,62,0.93,10,1,0,5,14,12,0.86,0,0,0.0,12,0,0,3,0,0,0,6,6,6,0.0,0.0,0,9,1,8,0,0,0,3,0,0,0,Power Play,0,0,6,52,0,0,5,19,0,46,4,28,0,39,0,12,True,False,0,Win
2024-11-08,Arcadia University Knights,1,1,1,5,3,0.6,0,0,0,0.0,1,1,1.0,4,2,0.5,2,2,3,0.0,0,2.0,1.0,0.5,0.0,0.0,0.0,0.14,0.05,-1.27,0.0,0.14,1.41,0.0,0.0,10,6,0,2,0.6,1,6,10.0,0.0,0,15,10,0.67,0,0,0,1,1,0,1.0,38,34,0.89,0,0,1,1,6,3,0.5,0,0,0.0,9,0,0,6,0,0,0,4,4,4,0.0,0.0,0,0,0,4,3,0,1,2,2,0,0,Power Play,2,0,4,31,0,0,3,9,0,49,1,59,0,34,0,36,False,True,3,Loss
2024-11-08,Hood,1,0,1,14,12,0.86,0,0,0,0.0,0,0,0.0,14,12,0.86,4,2,9,0.0,0,4.0,1.0,0.25,0.0,0.0,0.0,0.12,0.06,-0.49,0.0,0.12,0.61,0.0,0.0,26,18,0,4,0.6900000000000001,14,5,26.0,0.0,0,21,12,0.5700000000000001,0,0,0,7,4,3,0.5700000000000001,67,66,0.99,7,0,0,5,7,7,1.0,1,0,0.0,16,0,0,5,0,0,0,13,13,13,0.0,0.0,0,11,1,11,0,1,1,4,0,0,0,Power Play,2,0,7,36,0,0,6,1,0,59,4,53,0,38,0,29,True,False,1,Draw
2024-11-02,Hilbert College,0,0,0,4,2,0.5,0,0,0,0.0,0,0,0.0,4,2,0.5,2,2,1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,-0.59,0.0,0.09,0.68,0.0,0.0,6,3,0,1,0.5,3,0,6.0,0.0,0,3,2,0.67,0,0,0,0,0,0,0.0,12,12,1.0,2,0,0,0,2,1,0.5,0,0,0.0,4,0,0,1,0,0,0,0,0,0,0.0,0.0,0,1,0,2,0,0,1,0,1,0,1,Power Play,0,0,2,0,0,0,1,44,0,8,1,27,0,6,0,11,False,False,3,Loss
2024-11-02,Hood,1,0,1,9,5,0.56,0,0,0,0.0,1,1,1.0,8,4,0.5,1,4,4,0.0,1,8.0,1.0,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.29,0.0,0.0,13,9,0,3,0.6900000000000001,7,4,13.0,0.0,0,27,14,0.52,0,0,0,5,4,1,0.8,29,22,0.76,0,0,0,0,1,1,1.0,0,0,0.0,12,0,0,6,0,0,0,4,4,4,0.0,0.0,0,0,0,8,1,0,7,10,5,0,5,Power Play,0,0,6,1,0,0,4,1,1,22,2,6,0,31,1,23,True,True,4,Loss
2024-11-01,Hilbert College,0,0,0,3,3,1.0,0,0,0,0.0,1,1,1.0,2,2,1.0,1,0,1,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.52,0.0,0.0,4,1,0,2,0.25,0,4,4.0,0.0,0,12,6,0.5,0,0,0,0,0,0,0.0,29,26,0.9,0,1,0,1,3,1,0.33,0,0,0.0,7,0,0,5,0,0,0,1,1,1,0.0,0.0,0,6,1,6,2,0,1,7,3,0,1,Power Play,0,0,4,0,0,0,2,51,0,37,1,26,0,33,0,52,False,False,2,Loss
2024-11-01,Hood,0,0,1,13,5,0.38,0,0,0,0.0,3,1,0.33,10,4,0.4,3,8,3,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.11,0.0,0.0,14,11,0,0,0.79,3,7,14.0,0.0,0,26,17,0.65,0,0,0,2,2,0,1.0,34,30,0.88,0,2,0,2,4,4,1.0,0,0,0.0,12,0,0,13,0,0,0,2,2,2,0.0,0.0,0,2,1,6,2,0,4,8,4,0,4,Power Play,0,0,8,0,0,0,4,41,2,16,2,41,0,32,1,28,True,True,3,Loss
2025-02-22,Neumann Knights,4,6,4,61,32,0.52,3,29,11,0.38,14,10,0.71,18,11,0.61,12,29,16,0.62,5,5.0,1.0,0.2,5.0,3.0,0.6,0.04,0.04,0.67,1.57,2.6,1.88,0.64,0.94,58,35,13,11,0.6,44,4,11.0,2.0,1,130,76,0.58,45,25,60,18,13,5,0.72,155,121,0.78,10,29,16,5,13,9,0.6900000000000001,10,9,0.9,116,26,65,80,41,25,14,33,6,5,9.0,13.0,25,41,18,39,13,4,22,41,21,0,20,Total,12,0,4,47,11,3,27,14,24,6,14,41,5,17,7,16,False,True,2,Win
2025-02-22,Hood,2,4,6,61,29,0.48,5,18,7,0.39,14,4,0.29,29,18,0.62,13,32,11,0.38,3,5.0,2.0,0.4,5.0,4.0,0.8,0.04,0.04,-0.67,1.06,1.88,2.6,0.94,0.64,53,33,12,7,0.62,40,3,25.0,0.0,0,130,54,0.42,60,25,45,10,7,3,0.7000000000000001,187,142,0.76,4,22,16,9,17,14,0.8200000000000001,9,4,0.44,104,24,52,71,39,19,13,29,7,3,3.0,16.0,28,42,16,43,11,2,30,34,19,1,14,Total,12,0,11,3,4,47,24,6,27,14,11,20,4,45,8,1,True,False,4,Loss
2025-02-21,Wilkes Colonels,1,3,2,64,26,0.41000000000000003,0,32,14,0.44,18,5,0.28,14,7,0.5,1,38,4,0.14,1,2.0,0.0,0.0,2.0,1.0,0.5,0.07,0.08,-5.9,0.87,1.15,7.0,1.15,1.0,17,14,20,2,0.8200000000000001,13,1,4.0,0.0,0,233,111,0.48,41,33,159,3,2,1,0.67,170,114,0.67,2,18,27,1,2,2,1.0,6,3,0.5,111,20,78,90,35,28,27,20,1,0,4.0,15.0,13,32,11,23,5,1,17,35,12,3,20,Total,6,0,2,54,3,4,17,20,35,38,3,24,3,24,10,31,False,False,7,Loss
2025-02-21,Hood,7,2,3,64,38,0.59,1,14,7,0.5,18,13,0.72,32,18,0.56,20,26,44,0.86,0,2.0,1.0,0.5,2.0,2.0,1.0,0.08,0.07,5.9,1.0,7.0,1.15,1.0,1.15,89,58,1,11,0.65,51,10,7.0,2.0,0,233,122,0.52,159,33,41,12,9,3,0.75,344,291,0.85,16,29,8,15,40,27,0.68,6,4,0.67,119,42,41,74,52,17,5,36,4,1,26.0,5.0,36,46,12,55,15,9,31,31,18,1,12,Total,6,0,3,4,2,54,35,38,17,20,22,3,5,32,8,3,True,True,1,Win
2025-02-14,Arcadia University Knights,1,4,4,52,22,0.42,0,31,11,0.35000000000000003,13,5,0.38,8,6,0.75,7,30,10,0.17,0,3.0,0.0,0.0,5.0,5.0,1.0,0.06,0.06,-4.2,0.65,1.54,5.8,1.54,1.45,24,13,23,4,0.54,14,7,8.0,1.0,0,205,89,0.43,50,43,112,4,3,1,0.75,193,128,0.66,1,33,30,0,3,2,0.67,4,3,0.75,128,24,95,107,39,36,32,40,5,6,2.0,27.0,9,46,16,25,7,4,14,43,23,1,19,Total,8,0,6,16,6,22,21,53,30,40,5,25,4,40,11,48,False,False,4,Loss
2025-02-14,Hood,4,4,4,52,30,0.58,0,8,2,0.25,13,8,0.62,31,20,0.65,23,22,30,0.8300000000000001,0,5.0,0.0,0.0,3.0,3.0,1.0,0.06,0.06,4.3,0.69,5.8,1.54,1.45,1.54,101,52,7,26,0.51,60,20,27.0,2.0,0,205,116,0.5700000000000001,112,43,50,21,11,10,0.52,346,265,0.77,13,29,9,14,29,25,0.86,10,6,0.6,138,44,47,88,64,19,5,29,11,2,12.0,4.0,47,54,18,61,13,5,43,41,30,0,11,Total,8,0,6,22,6,16,30,40,21,53,18,55,5,44,6,1,True,True,1,Win
2025-02-08,Alvernia Wolves,0,7,3,46,21,0.46,2,23,9,0.39,13,6,0.46,10,6,0.6,4,25,2,0.38,2,3.0,0.0,0.0,8.0,7.0,0.88,0.03,0.04,-2.5,0.0,0.71,3.2,0.0,0.8,26,17,18,5,0.65,23,3,3.0,0.0,0,176,86,0.49,51,30,95,7,4,3,0.5700000000000001,129,83,0.64,2,26,26,4,2,2,1.0,3,2,0.67,106,34,58,88,46,21,21,21,3,5,4.0,9.0,14,38,10,22,3,4,15,25,15,1,9,Total,37,0,3,53,14,41,16,35,36,42,5,14,4,3,7,18,False,True,4,Loss
2025-02-08,Hood,4,3,7,46,25,0.54,2,10,4,0.4,13,7,0.54,23,14,0.61,18,21,14,0.62,2,8.0,1.0,0.13,3.0,3.0,1.0,0.04,0.03,2.5,1.25,3.2,0.71,0.8,0.0,72,36,4,18,0.5,58,4,33.0,1.0,0,176,90,0.51,95,30,51,8,6,2,0.75,350,294,0.84,18,23,6,14,31,26,0.84,5,4,0.8,111,27,55,72,38,25,9,34,12,0,11.0,11.0,29,42,15,45,10,5,30,36,22,0,14,Total,37,0,14,41,3,53,36,42,16,35,22,23,4,23,9,57,True,False,0,Win
2025-02-07,Stevenson Mustangs,4,2,4,51,26,0.51,1,16,6,0.38,17,9,0.53,18,11,0.61,7,25,14,0.45,1,4.0,1.0,0.25,3.0,2.0,0.67,0.06,0.08,-1.0,1.53,2.6,3.6,0.65,0.52,46,31,6,8,0.67,7,36,11.0,0.0,0,112,61,0.54,52,10,50,6,4,2,0.67,209,145,0.6900000000000001,3,39,22,8,13,11,0.85,12,6,0.5,131,32,69,96,64,13,19,27,4,0,10.0,13.0,30,55,11,40,12,7,21,37,22,1,14,Total,4,0,6,34,2,10,25,19,26,28,12,3,4,24,8,52,False,False,7,Loss
2025-02-07,Hood,7,4,2,51,25,0.49,1,18,7,0.39,17,8,0.47000000000000003,16,10,0.63,6,26,23,0.55,1,3.0,1.0,0.33,4.0,3.0,0.75,0.08,0.06,1.0,1.93,3.6,2.6,0.52,0.65,44,25,7,13,0.5700000000000001,4,31,1.0,1.0,0,112,51,0.46,50,10,52,12,6,6,0.5,240,171,0.71,3,20,22,14,16,10,0.63,14,7,0.5,122,24,74,95,55,23,17,24,0,3,10.0,11.0,24,47,20,57,15,1,41,50,31,3,16,Total,4,0,2,10,6,34,26,28,25,19,10,33,5,36,10,19,True,True,4,Win
2025-02-01,King's Monarchs,2,5,4,58,22,0.38,1,23,9,0.39,15,3,0.2,20,10,0.5,15,36,19,0.5,0,8.0,0.0,0.0,6.0,5.0,0.8300000000000001,0.1,0.05,1.88,0.44,4.6,2.7,2.3,0.89,46,20,12,11,0.43,21,13,14.0,1.0,0,212,107,0.5,69,48,95,8,6,2,0.75,232,180,0.78,6,31,23,7,15,12,0.8,6,1,0.17,101,21,58,81,42,20,19,26,5,4,8.0,9.0,22,36,11,48,11,3,34,49,32,0,17,Total,10,0,8,0,7,52,26,6,26,16,10,34,5,40,9,52,False,True,3,Loss
